관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
26530-00001,모라어울림공원,어린이공원,부산광역시 사상구 사상로439번길 47,부산광역시 사상구 모라동 713-11,35.18392679,128.9840136,1558,,조합놀이대 1점,,,파고라 외 9종 27점,1968-11-29,부산광역시 사상구청,051-310-4521,2021-06-28
26530-00002,야시곡공원,어린이공원,부산광역시 사상구 백양대로950번나길 94,부산광역시 사상구 모라동 1325,35.19440956,128.9947142,2424,,조합놀이대 외 2종 5점,,,파고라 외 10종 15점,1985-01-09,부산광역시 사상구청,051-310-4521,2021-06-28
26530-00003,곡상골공원,어린이공원,부산광역시 사상구 백양대로 949-20,부산광역시 사상구 모라동 1345-6,35.19158455,128.991146,830,,조합놀이대 외 2종 4점,,,파고라 외 9종 19점,1985-01-09,부산광역시 사상구청,051-310-4521,2021-06-28
26530-00004,고동바위공원,어린이공원,부산광역시 사상구 백양대로907번다길 6,부산광역시 사상구 모라동 1359,35.18844575,128.9903531,1684,,조합놀이대 외 3종 5점,,,파고라 외 10종 22점,1985-01-09,부산광역시 사상구청,051-310-4521,2021-06-28
26530-00005,운수공원,어린이공원,부산광역시 사상구 모라로192번길 20-21,부산광역시 사상구 모라동 75-3,35.18368761,129.0010106,1536,농구대 2점,조합놀이대 외 2종 3점,,,파고라 외 5종 18점,1990-06-23,부산광역시 사상구청,051-310-4521,2021-06-28
26530-00006,모라백양공원,어린이공원,부산광역시 사상구 모라로192번길 136,부산광역시 사상구 모라동 75-5,35.18218495,129.0020989,2404,농구대 외 1종 2점,조합놀이대 외 2종 2점,,,파고라 외 5종 23점,1990-06-23,부산광역시 사상구청,051-310-4521,2021-06-28
26530-00007,서당골공원,어린이공원,부산광역시 사상구 모라로192번길 151,부산광역시 사상구 모라동 75-15,35.18122216,129.0005111,6092,농구대 2점,조합놀이대 외 8종 11점,,,파고라 외 6종 46점,1990-06-23,부산광역시 사상구청,051-310-4521,2021-06-28
26530-00008,덕포공원,어린이공원,부산광역시 사상구 사상로386번길 42,부산광역시 사상구 덕포동 365-1,35.17843181,128.9875899,1670,,조합놀이대 1점,,,파고라 외 12종 24점,1968-11-29,부산광역시 사상구청,051-310-4521,2021-06-28
26530-00009,덕포체육공원,어린이공원,부산광역시 사상구 덕상로 69,부산광역시 사상구 덕포동 763,35.1781998,128.988959,4574,농구대 1점,조합놀이대 외 1종 2점,,,파고라 외 19종 47점,1985-01-09,부산광역시 사상구청,051-310-4521,2021-06-28
26530-00010,덕포백양공원,어린이공원,부산광역시 사상구 백양대로762번길 17,부산광역시 사상구 덕포동 776-1,35.17501124,128.9894109,1602,,조합놀이대 외 4종 6점,,,파고라 외 7종 19점,1985-01-09,부산광역시 사상구청,051-310-4521,2021-06-28
26530-00011,창날공원,어린이공원,부산광역시 사상구 광장로87번길 30,부산광역시 사상구 괘법동 537-2,35.1639343,128.9857966,1690,,조합놀이대 외 1종 2점,,,등의자 외 8종 12점,1968-11-29,부산광역시 사상구청,051-310-4521,2021-06-28
26530-00012,창신공원,어린이공원,부산광역시 사상구 양지로22번길 39,부산광역시 사상구 주례동 294,35.15593183,129.0046703,1507,농구대 1점,조합놀이대 외 1종 2점,,,파고라 외 17종 36점,1984-09-19,부산광역시 사상구청,051-310-4521,2021-06-28
26530-00013,양지1공원,어린이공원,부산광역시 사상구 양지로42번길 80-20,부산광역시 사상구 주례동 306,35.15501383,129.0031006,2298,농구대 2점,조합놀이대 외 2종 5점,,,파고라 외 15종 40점,1984-09-19,부산광역시 사상구청,051-310-4521,2021-06-28
26530-00014,양지2공원,어린이공원,부산광역시 사상구 양지로 18,부산광역시 사상구 주례동 314,35.15396082,129.0046521,2261,,조합놀이대 외 1종 2점,,,파고라 외 10종 24점,1984-09-19,부산광역시 사상구청,051-310-4521,2021-06-28
26530-00015,주례백양공원,어린이공원,부산광역시 사상구 백양대로500번길 21,부산광역시 사상구 주례동 961,35.1554353,128.9983169,1500,농구대 2점,조합놀이대 외 1종 2점,,,파고라 외 9종 24점,1984-09-19,부산광역시 사상구청,051-310-4521,2021-06-28
26530-00016,다솜공원,어린이공원,부산광역시 사상구 진사로24번길 9,"부산광역시 사상구 주례동 54-228, 237",35.14922944,129.015796,452,,조합놀이대 1점,,,연식의자 외 2종 3점,1994-11-25,부산광역시 사상구청,051-310-4521,2021-06-28
26530-00017,새싹공원,어린이공원,부산광역시 사상구 진사로28번길 26,"부산광역시 사상구 주례동 54-230, 238",35.14911595,129.014493,208,,시소 외 1종 2점,,,등의자 외 1종 3점,1994-11-25,부산광역시 사상구청,051-310-4521,2021-06-28
26530-00018,구덕공원,어린이공원,,"부산광역시 사상구 학장동 168-5, 6, 20",35.13945372,128.9908818,2337,,조합놀이대 외 1종 4점,,,파고라 외 11종 35점,1990-12-31,부산광역시 사상구청,051-310-4521,2021-06-28
26530-00019,구학공원,어린이공원,부산광역시 사상구 학감대로49번길 54-16,부산광역시 사상구 학장동 168-9,35.1357429,128.9919641,3213,,조합놀이대 외 1종 2점,,,파고라 외 9종 24점,1990-12-31,부산광역시 사상구청,051-310-4521,2021-06-28
26530-00020,장밭갓공원,어린이공원,부산광역시 사상구 엄궁로 154,부산광역시 사상구 엄궁동 669-1,35.12975263,128.9765663,3883,,조합놀이대 외 1종 2점,,,평의자 외 9종 21점,1996-01-15,부산광역시 사상구청,051-310-4521,2021-06-28
26530-00021,절골공원,어린이공원,부산광역시 사상구 엄궁로 146-11,부산광역시 사상구 엄궁동 669-4,35.12810681,128.9799489,2047,,조합놀이대 외 1종 3점,,,파고라 외 4종 16점,1996-01-15,부산광역시 사상구청,051-310-4521,2021-06-28
26530-00022,다온공원,어린이공원,부산광역시 사상구 엄궁로 119,부산광역시 사상구 엄궁동 674-2,35.12645931,128.9773642,1532,,조합놀이대 외 3종 4점,,,파고라 외 7종 19점,1996-01-15,부산광역시 사상구청,051-310-4521,2021-06-28
26530-00023,보듬공원,어린이공원,부산광역시 사상구 엄궁로 40,부산광역시 사상구 엄궁동 683-2,35.12286627,128.9725006,1500,,조합놀이대 1점,,,파고라 외 9종 19점,1996-01-15,부산광역시 사상구청,051-310-4521,2021-06-28
26530-00024,도담공원,어린이공원,부산광역시 사상구 엄궁로 14,부산광역시 사상구 엄궁동 683-4,35.12397666,128.9679479,2305,,조합놀이대 외 2종 3점,,,파고라 외 4종 14점,1996-01-15,부산광역시 사상구청,051-310-4521,2021-06-28
26530-00025,나라어린이공원,어린이공원,부산광역시 사상구 엄궁북로 70,부산광역시 사상구 엄궁동 726-2,35.12699715,128.977816,2770,,조합놀이대 1점,,,파고라 외 8점 12점,1996-01-13,부산광역시 사상구청,051-310-4521,2021-06-28
26530-00026,사상공원,근린공원,,부산광역시 사상구 감전동 41,35.15932809,128.9934127,622916,,모험시설 등 22종 23점,,,파고라 외 9종 84점,1972-12-30,부산광역시 사상구청,051-310-4524,2021-06-28
26530-00027,모라공원,근린공원,부산광역시 사상구 덕상로 129,부산광역시 사상구 모라동 1365-1,35.18314619,128.9901196,13352,,그네1점,,,파고라 외 14종 48점,1985-01-09,부산광역시 사상구청,051-310-4521,2021-06-28
26530-00028,해름소공원,소공원,부산광역시 사상구 농산물시장로26번길 45,부산광역시 사상구 엄궁동 652-16,35.12458406,128.9655055,835,,,,,파고라 외 4종 14점,2008-04-09,부산광역시 사상구청,051-310-4521,2021-06-28
26530-00029,다누림공원,소공원,부산광역시 사상구 가야대로196번길 51,부산광역시 사상구 학장동 288-12,35.14744636,128.9948739,1300,,,,,연식의자 1점,2008-12-24,부산광역시 사상구청,051-310-4521,2021-06-28
26530-00030,모라벤처타워공원,소공원,부산광역시 사상구 모라로64번길 46,부산광역시 사상구 모라동 1375-3,35.19018525,128.9845747,735.8,,,,,평의자 외 2종 12점,2012-04-11,부산광역시 사상구청,051-310-4521,2021-06-28
26530-00031,주감공원,소공원,부산광역시 사상구 백양대로 526,부산광역시 사상구 주례동 1288-1,35.15559281,128.9955956,1250,,,,,파고라 외 4종 7점,2013-01-09,부산광역시 사상구청,051-310-4521,2021-06-28
26530-00032,모라틔움공원,소공원,부산광역시 사상구 백양대로934번길 84,부산광역시 사상구 모라동 1385,35.19221424,128.9954564,7701.3,,,,,파고라 외 2종 13점,2015-05-27,부산광역시 사상구청,051-310-4521,2021-06-28
26530-00033,문화공원,문화공원,,"부산광역시 사상구 덕포동 415-1, 413-1",35.17327119,128.9853405,3160,,,,,,2017-07-19,부산광역시 사상구청,051-310-4521,2021-06-28
