관리기관명,경로당명,소재지,연락처,위도,경도,고도
강서구,대저경로당,부산광역시 강서구 대저로277번길 18-1 (대저1동),,35.21305372,128.9830931,0
강서구,대저할머니경로당,부산광역시 강서구 공항로1309번길 137-8 (대저1동),,35.21505265,128.9811402,0
강서구,신장로경로당,부산광역시 강서구 대저로299번길 72 (대저1동),,35.21438797,128.985284,0
강서구,사덕상리경로당,부산광역시 강서구 체육공원로6번길 84 (대저1동),,35.20682796,128.9782955,0
강서구,사덕상리할머니경로당,부산광역시 강서구 체육공원로6번길 84 (대저1동),,35.20682796,128.9782955,0
강서구,신덕경로당,부산광역시 강서구 신덕길1번길 16-13 (대저1동),,35.20034855,128.9680157,0
강서구,신덕할머니경로당,부산광역시 강서구 신덕길1번길 16-13 (대저1동),,35.20034855,128.9680157,0
강서구,번덕경로당,부산광역시 강서구 대저중앙로394번가길 50 (대저1동),,35.21706786,128.9860523,0
강서구,번덕할머니경로당,부산광역시 강서구 대저중앙로394번가길 50 (대저1동),,35.21706786,128.9860523,0
강서구,신촌경로당,부산광역시 강서구 대저중앙로286번길 32 (대저1동),,35.21962267,128.9789215,0
강서구,신촌할머니경로당,부산광역시 강서구 대저중앙로286번길 32 (대저1동),,35.21962267,128.9789215,0
강서구,서연정경로당,부산광역시 강서구 대저로89번가길 99-7 (대저1동),,35.21805007,128.9682481,0
강서구,서연정할머니경로당,부산광역시 강서구 대저로89번가길 99-7 (대저1동),,35.21805007,128.9682481,0
강서구,대지상리경로당,부산광역시 강서구 대저로89번나길 8 (대저1동),,35.21782222,128.9640495,0.630020142
강서구,상리할머니경로당,부산광역시 강서구 대저로89번나길 8 (대저1동),,35.21782222,128.9640495,0.630020142
강서구,중리1구경로당,부산광역시 강서구 대저중앙로71번가길 39 (대저1동),,35.22061028,128.9557563,0.64171052
강서구,중리2구경로당,부산광역시 강서구 평강로345번길 105,,35.219229,128.945594,0.000927666144
강서구,중촌경로당,부산광역시 강서구 대저로49번길 75 (대저1동),,35.2183158,128.9575198,0
강서구,평강경로당,부산광역시 강서구 낙동북로212번길 17 (대저1동),,35.21352665,128.9510162,0.991207361
강서구,평강할머니경로당,부산광역시 강서구 낙동북로212번길 17 (대저1동),,35.21352665,128.9510162,0.991207361
강서구,대리경로당,부산광역시 강서구 평강로229번가길(대저1동),,35.209012,128.943732,0
강서구,사리경로당,부산광역시 강서구 평강로193번길 29 (대저1동),,35.20385647,128.9404153,0.410548717
강서구,칠점경로당,부산광역시 강서구 대저동서로 111 (대저1동),,35.19855751,128.9517748,0
강서구,당리경로당,부산광역시 강서구 공항로1409번길 65 (대저1동),,35.22356381,128.9886355,0
강서구,동연정경로당,부산광역시 강서구 대저로171번나길56,,35.21755301,128.9728994,0
강서구,중앙경로당,"부산광역시 강서구 공항로811번다길 23-4 (2층, 대저2동)",,35.17917189,128.9559071,0
강서구,중앙할머니경로당,"부산광역시 강서구 공항로811번다길 23-4 (1층, 대저2동)",,35.17917189,128.9559071,0
강서구,용두경로당,부산광역시 강서구 경전철로31번길 7 (대저2동),,35.18346484,128.955617,0
강서구,사두경로당,부산광역시 강서구 공항로811번다길 92 (대저2동),,35.17813605,128.9523817,0
강서구,등구경로당,부산광역시 강서구 대저동서로 240 (대저2동),,35.19421935,128.9623317,2.66E-05
강서구,등구할머니경로당,부산광역시 강서구 대저동서로 240 (대저2동),,35.19421935,128.9623317,2.66E-05
강서구,울만경로당,부산광역시 강서구 입소신평길 59 (대저2동),,35.17705916,128.9226941,0.288454294
강서구,울만할머니경로당,부산광역시 강서구 입소신평길 59 (대저2동),,35.17705916,128.9226941,0.288454294
강서구,신평경로당,부산광역시 강서구 입소신평길 218  (대저2동),,35.18655087,128.9262382,0
강서구,월포경로당,부산광역시 강서구 공항로533번길 309-37 (대저2동),,35.1543804,128.9378582,0
강서구,맥도경로당,부산광역시 강서구 맥도강변길 950-8 (대저2동),,35.15103485,128.9518788,0
강서구,맥도할머니경로당,부산광역시 강서구 공항로393번가길 140 (대저2동),,35.14973456,128.9487248,0
강서구,작지경로당,부산광역시 강서구 공항로393번길 60-2 (대저2동),,35.14464399,128.9472719,0
강서구,동자경로당,부산광역시 강서구 송동길 481 (대저2동),,35.14667509,128.9376379,0
강서구,금호경로당,부산광역시 강서구 금호순서길89번길 33 (대저2동),,35.16050327,128.9548431,0
강서구,덕두경로당,부산광역시 강서구 공항로743번길 7 (대저2동),,35.17314305,128.9591298,0
강서구,상방경로당,부산광역시 강서구 공항앞길177번길 20 (대저2동),,35.17448543,128.9512303,0
강서구,정관경로당,부산광역시 강서구 정관길 109 (대저2동),,35.16529975,128.9257224,0
강서구,신소경로당,부산광역시 강서구 경전철로24번길 43-22 (대저2동),,35.1827931,128.956213,0
강서구,설만경로당,부산광역시 강서구 울만로25번길 171 (대저2동),,35.17470168,128.9280358,0.000321535161
강서구,송백경로당,부산광역시 강서구 송동길 73 (대저2동),,35.12831676,128.9383707,0
강서구,동덕경로당,부산광역시 강서구 공항로767번나길 13-9 (대저2동),,35.17538383,128.9573228,0
강서구,순서경로당,부산광역시 강서구 금호순서길282번나길 17-1 (대저2동),,35.161301,128.943618,0
강서구,공군관사경로당,부산광역시 강서구 공항진입로42번길 20  (대저2동),,35.18330019,128.9502023,0
강서구,염막경로당,부산광역시 강서구 공항로283번길 32  (대저2동),,35.1348179,128.9439099,0
강서구,대사1통경로당,부산광역시 강서구 낙동북로13번길36-6(강동동),,35.22092099,128.9332968,0
강서구,대사경로당,부산광역시 강서구 제도로 1191-1 (강동동),,35.21622703,128.9364942,0
강서구,대사할머니경로당,부산광역시 강서구 낙동북로63번길 7 (강동동),,35.21876058,128.9364135,0.132296115
강서구,대사3구경로당,부산광역시 강서구 낙동북로135번길 8 (강동동),,35.21622122,128.9441938,0.685000718
강서구,강동신덕경로당,부산광역시 강서구 제도로 1003 (강동동),,35.20098592,128.9269405,0
강서구,강동신덕할머니경로당,부산광역시 강서구 제도로 1003 (강동동),,35.20098592,128.9269405,0
강서구,북정경로당,부산광역시 강서구 상덕로97번라길 28 (강동동),,35.19901447,128.9147615,5.823279381
강서구,북정할머니경로당,부산광역시 강서구 상덕로97번라길 28 (강동동),,35.19901447,128.9147615,5.823279381
강서구,덕포경로당,부산광역시 강서구 덕포길 260 (강동동),,35.18914485,128.9086884,0
강서구,득천할머니경로당,부산광역시 강서구 제도로 857 (강동동),,35.1886736,128.920937,0
강서구,상덕경로당,부산광역시 강서구 상덕로97번길 97 (강동동),,35.1956114,128.9130102,0.318838358
강서구,상덕할머니경로당,부산광역시 강서구 상덕로97번길 97 (강동동),,35.1956114,128.9130102,0.318838358
강서구,제도경로당,부산광역시 강서구 강동중곡1길 1 (강동동),,35.16406106,128.9131728,0.278212488
강서구,제도할머니경로당,부산광역시 강서구 강동중곡1길 1 (강동동),,35.16406106,128.9131728,0.278212488
강서구,덕도경로당,부산광역시 강서구 제도로 857 (강동동),,35.1886736,128.920937,0
강서구,중덕경로당,부산광역시 강서구 제도로1041번다길 5 (강동동),,35.21028052,128.9220709,0
강서구,상곡경로당,부산광역시 강서구 제도로 660-3 (강동동),,35.17184229,128.9152799,0.466948003
강서구,대평경로당,부산광역시 강서구 낙동북로138번길 91 (강동동),,35.21167188,128.9426912,0
강서구,덕계경로당,부산광역시 강서구 상덕로119번길 72 (강동동),,35.1943698,128.9174655,0
강서구,강동동4통경로당,부산광역시 강서구 낙동북로 102번길 35,,35.21522847,128.9397229,0.00184732093
강서구,본동경로당,부산광역시 강서구 낙동남로991번길 5  (명지동),,35.11457373,128.9214944,0
강서구,명지진목경로당,부산광역시 강서구 낙동남로 1036-6 (명지동),,35.11285702,128.9255668,0
강서구,진목할머니경로당,부산광역시 강서구 낙동남로 1036-6 (명지동),,35.11285702,128.9255668,0
강서구,영강경로당,부산광역시 강서구 영강길19번길 21-6 (명지동),,35.1072613,128.9276534,0
강서구,신포경로당,부산광역시 강서구 신포길39번길 25-21 (명지동),,35.11302268,128.9309988,0
강서구,청호경로당,부산광역시 강서구 명지새동네길1번길 51 (명지동),,35.11018969,128.9325023,0
강서구,평성경로당,부산광역시 강서구 평성길 65 (명지동),,35.10042033,128.9109369,0.218649298
강서구,에일린의뜰경로당,"부산광역시 강서구 명지국제5로 60  (명지동, 에일린의 뜰)",,35.1003812,128.9208737,0
강서구,명지1차금강경로당,"부산광역시 강서구 명지국제5로 60  (명지동, 1차금강경로당)",,35.099846,128.919071,0
강서구,대방2차경로당,"부산광역시 강서구 명지국제5로 11  (명지동, 대방2차경로당)",,35.09528253,128.9192479,0
강서구,명지중리경로당,부산광역시 강서구 영강길17번길 127(명지동),,35.10706625,128.9236913,0
강서구,호반1차경로당,"부산광역시 강서구 명지국제5로29  (명지동, 호반베르디움1차)",,35.09614127,128.917744,0
강서구,명지2차금강경로당,"부산광역시 강서구 명지국제5로109  (명지동,금강2차)",,35.10424416,128.9190415,0
강서구,대방1차경로당,"부산광역시 강서구 명지국제5로30  (명지동,대방노블랜드오션뷰1차)",,35.09703239,128.9202876,0.00899548456
강서구,중흥1차경로당,"부산광역시 강서구 명지국제7로 133(명지동,중흥에스클래스 프파디움)",,35.09640154,128.916705,0
강서구,호반2차경로당,"부산광역시 강서구 명지국제5로89(명지동,호반베르디움2차)",,35.10236823,128.9203586,0
강서구,협성휴포레경로당,"부산광역시 강서구 명지국제5로141(명지동,협성휴포레)",,35.10752754,128.9211187,1.310886979
강서구,LH오션타운경로당,"부산광역시 강서구 명지국제7로 111(명지동, LH오션타운)",,35.096585,128.913887,0
강서구,스위트팰리스경로당,"부산광역시 강서구 명지국제5로 165(명지동, 스위트팰리스)",,35.109081,128.920235,0.743407547
강서구,명지금강3차경로당,"부산광역시 강서구  명지국제5로 110(명지동, 명지금강펜테리움센트럴파크3차)",,35.105652,128.921153,1.24E-05
강서구,롯데캐슬경로당,"부산광역시 강서구 명지오션시티11로 84 (명지동, 롯데캐슬아파트) ,관리동(오션시티11로84)",,35.08398608,128.9051172,2.459280252
강서구,퀸덤1단지경로당,"부산광역시 강서구 명지오션시티10로 17, (명지동, 퀸덤1차아파트)",,35.08816326,128.8973662,3.028873682
강서구,링컨타운경로당,"부산광역시 강서구 명지오션시티10로 16 (명지동, 퀸덤1차 링컨타운)",,35.08640978,128.8967876,2.691741943
강서구,퀸덤3단지경로당,"부산광역시 강서구 명지오션시티11로 51,311동(명지동, 퀸덤아파트)",,35.08534911,128.9012393,3.753961325
강서구,극동스타경로당,"부산광역시 강서구 명지오션시티2로 71 (명지동, 극동스타클래스아파트)",,35.08394289,128.9000285,2.750732422
강서구,두산경로당,"부산광역시 강서구 명지오션시티11로 22  (명지동, 명지두산위브포세이돈)",,35.08392102,128.8969029,1.927484155
강서구,한신경로당,"부산광역시 강서구 명지오션시티1로 155  (명지동, 한신 휴플러스)",,35.08081584,128.9011236,2.201550484
강서구,삼정그린코아경로당,"부산광역시 강서구 명지오션시티10로 114 (명지동, 명지오션시티삼정그린코아)",,35.08628765,128.9083339,2.839310408
강서구,행복마을경로당,부산광역시 강서구 명지오션시티10로132(명지동),,35.08661484,128.9103773,1.789729714
강서구,가락경로당,부산광역시 강서구 가락대로1449번길 13 (죽림동),,35.19343198,128.903147,0
강서구,가락할머니경로당,부산광역시 강서구 가락대로1449번길 13 (죽림동),,35.19343198,128.903147,0
강서구,식만경로당,부산광역시 강서구 식만로189번길 3 (식만동),,35.21026431,128.9099345,0
강서구,시만경로당,부산광역시 강서구 식만로 253-2 (식만동),,35.21512601,128.9142944,0
강서구,가락중앙경로당,부산광역시 강서구 호계로145번길 6 (죽동동),,35.20439861,128.8914626,0.00136022212
강서구,가락중앙할머니경로당,부산광역시 강서구 호계로63 (죽동동),,35.1968671,128.8945538,0.177729681
강서구,해포경로당,부산광역시 강서구 봉림길94번길 24 (봉림동),,35.17278411,128.8954312,0
강서구,둔치도경로당,부산광역시 강서구 둔치본리길 109 (봉림동),,35.16046027,128.8932104,0
강서구,둔치도할머니경로당,부산광역시 강서구 둔치본리길 109 (봉림동),,35.16046027,128.8932104,0
강서구,신기경로당,부산광역시 강서구 가락대로1397번길 122 (봉림동),,35.1929699,128.8998367,0.779685259
강서구,통전경로당,부산광역시 강서구 가락대로1243번길 120 (봉림동),,35.17662078,128.8946609,0
강서구,용등경로당,부산광역시 강서구 식만로63번길 30 (죽림동),,35.20274211,128.9021191,0.00170701824
강서구,중사도경로당,부산광역시 강서구 식만로280번길 228 (식만동),,35.20858584,128.9125736,0
강서구,송산경로당,부산광역시 강서구 호계로135번길 47-8 (죽동동),,35.20263351,128.8900156,0.0179147646
강서구,대흥경로당,부산광역시 강서구 봉죽길235번길 221 (봉림동),,35.17732271,128.8887072,0
강서구,봉하경로당,부산광역시 강서구 가락대로1397번길 286 (봉림동),,35.1957431,128.8917413,0.772020042
강서구,금천경로당,부산광역시 강서구 죽동길405번길20 (죽동동),,35.20202762,128.872976,-0.81006676
강서구,봉림경로당,부산광역시 강서구 호계로57번길53 (봉림동),,35.19504171,128.8951706,3.009088039
강서구,녹산경로당,부산광역시 강서구 낙동남로605번길 12 (녹산동),,35.11447374,128.8853793,0
강서구,성산경로당,부산광역시 강서구 낙동남로 642 (녹산동),,35.12012205,128.8920012,1.818305612
강서구,성산1구경로당,부산광역시 강서구 생곡로 21 (녹산동),,35.12376247,128.8958371,0
강서구,송정경로당,부산광역시 강서구 송정길 147 (송정동),,35.10299372,128.8418628,0.634090304
강서구,송정할머니경로당,부산광역시 강서구 송정길 147 (송정동),,35.10299372,128.8418628,0.634090304
강서구,방근경로당,부산광역시 강서구 송정길100번길 59-6 (송정동),,35.10201417,128.8466021,0.566502094
강서구,산양경로당,부산광역시 강서구 낙동남로483번길 73 (녹산동,,35.11272799,128.8687957,19.75012589
강서구,신호경로당,부산광역시 강서구 신호산단5로 64 (신호동),,35.08319759,128.8800183,0.454370767
강서구,신호할머니경로당,부산광역시 강서구 신호산단5로 64 (신호동),,35.08319759,128.8800183,0.454370767
강서구,가동경로당,부산광역시 강서구 수가로748번길 20 (범방동),,35.1647392,128.8850026,13.80056667
강서구,사구경로당,부산광역시 강서구 가락대로961번길 60 (범방동),,35.15825834,128.8849652,1.253269672
강서구,생곡경로당,부산광역시 강서구 생곡길 22 (생곡동),,35.13124395,128.8798993,1.074166298
강서구,장락경로당,부산광역시 강서구 생곡로 230-32 (생곡동),,35.13652717,128.8920816,0.0438677818
강서구,범방경로당,부산광역시 강서구 가락대로900번나길 10 (범방동),,35.15146051,128.8826635,-0.943632126
강서구,마음경로당,부산광역시 강서구 마음길 11 (생곡동),,35.13374999,128.8648826,10.60665131
강서구,윌경로당,"부산광역시 강서구 신호산단3로 55 (신호동, 윌더하임아파트)",,35.08856665,128.8780033,0
강서구,부영1차경로당,"부산광역시 강서구 신호산단3로27(신호동,관리동)",,35.08837304,128.8736146,0
강서구,부영2차경로당,"부산광역시 강서구 신호산단4로 27(신호동, 관리동)",,35.08703952,128.8735345,0.228422984
강서구,부영3차경로당,"부산광역시 강서구 신호산단5로 31(신호동, 관리동)",,35.08533516,128.8748761,0.968981922
강서구,부영5차경로당,"부산광역시 강서구 신호산단1로 101(신호동, 관리동)",,35.08290161,128.873589,0.484358668
강서구,사암경로당,부산광역시 강서구 화전산단5로 131 (화전동),,35.11056462,128.8775375,0
강서구,지사휴먼시아경로당,부산광역시 강서구 과학산단2로20번길 38-1 (지사동),,35.15053777,128.834879,18.86717415
강서구,협성엘리시안경로당,부산광역시 강서구 과학산단로306번길 10(지사동),,35.14972124,128.8369449,16.98797798
강서구,금강경로당,"부산광역시 강서구 과학산단2로20번길69, 금강@(지사동)",,35.15089695,128.8389874,24.73167992
강서구,지사삼정경로당,"부산광역시 강서구 과학산단2로20번길91, 삼정그린코아@(지사동)",,35.151526,128.840834,31.67792702
강서구,녹산동14통세산경로당,부산광역시 강서구 범방3로 72번길 7(범방동),,35.149847,128.882198,-0.851699889
강서구,동선경로당,부산광역시 강서구 동선길 120 (동선동),,35.05278198,128.8317765,7.791562557
강서구,성북경로당,부산광역시 강서구 동선3안길 12 (성북동),,35.05307156,128.8302996,11.08033752
강서구,천성경로당,부산광역시 강서구 가덕해안로821번길 100-1 (천성동),,35.02887034,128.8167174,8.767248154
강서구,대항경로당,"부산광역시 강서구 가덕해안로1208번길 9 (2층, 대항동)",,35.01257009,128.827687,0
강서구,대항할머니경로당,"부산광역시 강서구 가덕해안로1208번길 9 (1층, 대항동)",,35.01257009,128.827687,0
강서구,남중할머니경로당,부산광역시 강서구 가덕해안로 795 (천성동),,35.02736209,128.8158038,1.96675086
강서구,서중할머니경로당,부산광역시 강서구 가덕해안로821번길 145 (천성동),,35.03083741,128.8164302,6.455269337
강서구,선창경로당,부산광역시 강서구 선창1길 21 (성북동),,35.06457251,128.8344179,0
강서구,두문경로당,부산광역시 강서구 가덕해안로 673-22 (천성동),,35.03662002,128.8130903,10.40573215
강서구,생교경로당,부산광역시 강서구 동선새바지길 179-1(동선동),,35.05392447,128.8412484,0
강서구,외눌경로당,부산광역시 강서구 동선새바지길 647 (눌차동),,35.06712818,128.8402658,0
강서구,항월경로당,부산광역시 강서구 가덕해안로 2번길 292(눌차동),,35.07338469,128.8401765,0
강서구,항월할머니경로당,부산광역시 강서구 가덕해안로2번나길 55-16(눌차동),,35.07312459,128.8399875,0.00550436974
강서구,내눌경로당,부산광역시 강서구 동선새바지길 567 (눌차동),,35.06441932,128.8422224,0
강서구,외항포경로당,부산광역시 강서구 가덕해안로 1309 (대항동),,35.00674503,128.8253056,5.861999512
강서구,정거경로당,부산광역시 강서구 가덕해안로2번길 636 (눌차동),,35.06834133,128.8549701,0
강서구,동선할머니경로당,부산광역시 강서구 동선길 98-3 (동선동),,35.05311315,128.8321197,4.068336487
기장군,1주공,"부산광역시 기장군 기장읍 대청로35번길 49, 1주공아파트상가 2층",051-722-3078,35.2400995,129.2139568,25.5398674
